"mort","min_out","min_sub","sub_min","sub_clin","clin_sub","phi"
0.369292140007019,0.147557392716408,0.226348534226418,1.26250910758972,0.658101320266724,0.510665893554688,0.371119558811188
0.369292140007019,0.147557392716408,0.226348534226418,1.26250910758972,0.658101320266724,0.510665893554688,0.371119558811188
0.369292140007019,0.147557392716408,0.226348534226418,1.26250910758972,0.658101320266724,0.510665893554688,0.371119558811188
0.369292140007019,0.147557392716408,0.226348534226418,1.26250910758972,0.658101320266724,0.510665893554688,0.371119558811188
0.369292140007019,0.147557392716408,0.226348534226418,1.26250910758972,0.658101320266724,0.510665893554688,0.371119558811188
0.372360762990729,0.17116260630732,0.214138161154829,1.33420920589674,0.626452010624468,0.519342434266007,0.437944271467715
0.372360762990729,0.17116260630732,0.214138161154829,1.33420920589674,0.626452010624468,0.519342434266007,0.437944271467715
0.37857785194123,0.161157644434334,0.21800616937315,1.37729525253075,0.664139599927325,0.511473102725475,0.562737789472136
0.37857785194123,0.161157644434334,0.21800616937315,1.37729525253075,0.664139599927325,0.511473102725475,0.562737789472136
0.37857785194123,0.161157644434334,0.21800616937315,1.37729525253075,0.664139599927325,0.511473102725475,0.562737789472136
0.37857785194123,0.161157644434334,0.21800616937315,1.37729525253075,0.664139599927325,0.511473102725475,0.562737789472136
0.37857785194123,0.161157644434334,0.21800616937315,1.37729525253075,0.664139599927325,0.511473102725475,0.562737789472136
0.37857785194123,0.161157644434334,0.21800616937315,1.37729525253075,0.664139599927325,0.511473102725475,0.562737789472136
0.37857785194123,0.161157644434334,0.21800616937315,1.37729525253075,0.664139599927325,0.511473102725475,0.562737789472136
0.37857785194123,0.161157644434334,0.21800616937315,1.37729525253075,0.664139599927325,0.511473102725475,0.562737789472136
0.37857785194123,0.161157644434334,0.21800616937315,1.37729525253075,0.664139599927325,0.511473102725475,0.562737789472136
0.38035931827434,0.17172925158337,0.220969385440844,1.36858165321222,0.704199059218862,0.51804944699125,0.5051220906602
0.404158341008409,0.141439407574046,0.212215680426846,1.2547398798236,0.655572914883913,0.565508575572988,0.471322101667437
0.404158341008409,0.141439407574046,0.212215680426846,1.2547398798236,0.655572914883913,0.565508575572988,0.471322101667437
0.404158341008409,0.141439407574046,0.212215680426846,1.2547398798236,0.655572914883913,0.565508575572988,0.471322101667437
0.404158341008409,0.141439407574046,0.212215680426846,1.2547398798236,0.655572914883913,0.565508575572988,0.471322101667437
0.39631084750823,0.142738267408608,0.226437176046928,1.30711302497885,0.649399931320923,0.603711806235833,0.441759635567233
0.394113499608032,0.139026300106019,0.233345540777933,1.19617593528603,0.666625617337082,0.607027009465987,0.477550779254358
0.380574280881387,0.153038277852654,0.223580235987692,1.17768337685031,0.619418866328043,0.604242313201181,0.605740878718877
