"var","time","Min.","2.5%","Median","Mean","97.5%","Max."
"Clinmin",14.6666666666667,0.00410929203823009,0.00540205138073251,0.00844327624958064,0.00866090040521337,0.0130085700266185,0.0179204848628555
"Clinmin",14.75,0.00402715262185823,0.00530753838844798,0.00831200705438702,0.00853192239370006,0.012832938132782,0.0177297110084769
"Clinmin",14.8333333333333,0.00394665265368996,0.00521310247089435,0.00818136602550659,0.00840487800453048,0.0126596675857931,0.0175409511758728
"Clinmin",14.9166666666667,0.00386775957087705,0.00511973836044196,0.0080521693059371,0.0082797383258659,0.0124887272125709,0.0173541850143192
"Clinmin",15,0.00379044144679054,0.0050280430723353,0.00792947845404025,0.00815647486099624,0.0123200862180479,0.0171693923290761
"Clinmin",15.0833333333333,0.00371466697924042,0.00493798698489691,0.00780729631336568,0.0080350595235874,0.0121610050321923,0.0169865530830237
"Clinmin",15.1666666666667,0.00364040547896261,0.00484954098912832,0.00768984784307849,0.0079154646329406,0.0120215749421192,0.0168056473980895
"Clinmin",15.25,0.00356762685827168,0.00476199479188477,0.0075763182450567,0.0077976629092315,0.0118733642006832,0.0166266555564968
"Clinmin",15.3333333333333,0.00349630161978897,0.00467722238992343,0.00746333406894677,0.00768162746869436,0.0117157920232022,0.0164495580018506
"Clinmin",15.4166666666667,0.00342640084540169,0.00458987951169867,0.00735063262089626,0.00756733181882153,0.0115641114020993,0.0162743353400544
"Clinmin",15.5,0.0033578961853922,0.00450377039477622,0.00723859548811088,0.00745474985355885,0.011419515219776,0.0161009683400745
"Clinmin",15.5833333333333,0.00329075984768356,0.00441883043069069,0.00712774518801906,0.00734385584847692,0.0112767191090259,0.0159294379345657
"Clinmin",15.6666666666667,0.00322496458734549,0.00433523843847775,0.00702058490047939,0.00723462445598777,0.0111357010954025,0.0157597252203558
"Clinmin",15.75,0.00316048369626641,0.004255173353243,0.00691647487196481,0.00712703070057052,0.0109964394488306,0.0155918114588089
"Clinmin",15.8333333333333,0.00309729099290815,0.00417533648536648,0.00681390701896915,0.00702104997397008,0.0108589126822226,0.0154256780760723
"Clinmin",15.9166666666667,0.00303536081228405,0.00409699335674271,0.00670913343904912,0.00691665803043712,0.0107175928835562,0.0152613066632117
"Clinmin",16,0.00297466799610362,0.00402011625898764,0.00660968618128167,0.00681383098198773,0.0105758426132317,0.0150986789762417
"Clinmin",16.0833333333333,0.00291518788303424,0.00394467798394378,0.00650767180446734,0.00671254529366152,0.0104363071473116,0.0149377769360599
"Clinmin",16.1666666666667,0.00285689629920907,0.00387065181547489,0.00640824000793765,0.00661277777884448,0.0102986250896607,0.0147785826282903
"Clinmin",16.25,0.00279976954889495,0.00379801152134712,0.00630954966875875,0.00651450559461931,0.0101728430040291,0.0146210783030438
"Clinmin",16.3333333333333,0.00274378440524402,0.00372673134513268,0.00621139118319827,0.00641770623710664,0.0100587832990375,0.0144652463745976
"Clinmin",16.4166666666667,0.00268891810125572,0.0036567859982489,0.00611829719737225,0.00632235753686304,0.00994480631163759,0.0143110694210015
"Clinmin",16.5,0.00263514832089692,0.003588150652091,0.00602709252912123,0.00622843765431281,0.00982049411449587,0.0141585301836148
"Clinmin",16.5833333333333,0.00258245319033475,0.00352493769626073,0.00593629250065582,0.00613592507519242,0.00969773151980883,0.014007611566577
"Clinmin",16.6666666666667,0.00253081126939825,0.00346244956575243,0.00584768885914233,0.00604479860607031,0.00957649944683965,0.0138582966362217
"Clinmin",16.75,0.00248020154318989,0.00340025912294715,0.00576179277023457,0.00595503736990447,0.00945677903692939,0.0137105686204371
"Clinmin",16.8333333333333,0.00242908040408078,0.00333918524578708,0.00567691526439249,0.00586662080160298,0.00933855165161642,0.0135644109079688
"Clinmin",16.9166666666667,0.00237858457998639,0.00327920791790807,0.0055908324463793,0.00577952864364891,0.0092217988707393,0.0134198070476775
"Clinmin",17,0.00232913763486628,0.00322030747977329,0.00550791057702685,0.00569374094176728,0.0091065024905168,0.0132767407477525
"Clinmin",17.0833333333333,0.00228071783348346,0.00316246462241695,0.00542225606811797,0.00560923804061305,0.00899264452159779,0.0131351958748793
"Clinmin",17.1666666666667,0.00223330388778803,0.00310544865623298,0.00533684998167471,0.005526000579539,0.00888020718710995,0.0129951564533759
"Clinmin",17.25,0.00218687494795103,0.00304929074702021,0.00525366551799134,0.00544400948840702,0.00876917292069388,0.0128566066642952
"Clinmin",17.3333333333333,0.00214141059349163,0.0029971272942351,0.00517421574570729,0.00536324598340943,0.00865952436450819,0.0127195308444865
"Clinmin",17.4166666666667,0.00209689082461842,0.00294583910048836,0.00509457111903615,0.00528369156295807,0.0085512443672342,0.0125839134856328
"Clinmin",17.5,0.00205329605373382,0.00289463748297444,0.00501780751430621,0.00520532800361914,0.00844431598207243,0.0124497392332595
"Clinmin",17.5833333333333,0.0020106070970574,0.0028391915686515,0.00494176386165112,0.00512813735607393,0.00833872246472217,0.0123169928857139
"Clinmin",17.6666666666667,0.00196880516647847,0.00278478291648064,0.0048662853122841,0.00505210194115989,0.00823444727137325,0.0121856593931296
"Clinmin",17.75,0.00192787186156161,0.00273135440773275,0.00479410015087255,0.00497720434595754,0.00813147405669496,0.0120557238563707
"Clinmin",17.8333333333333,0.00188778916163936,0.00268175100480199,0.00472246380924567,0.00490342741989163,0.00802978667180669,0.0119271715259489
"Clinmin",17.9166666666667,0.00184853941809953,0.00263345581622916,0.00465019752428955,0.00483075427090008,0.00792936916225909,0.0117999878009279
"Clinmin",18,0.00181010534682113,0.00258646277604213,0.0045790364486482,0.00475916826164995,0.00783020576601665,0.0116741582278132
"Clinmin",18.0833333333333,0.00177247002071964,0.00254061249412887,0.00450908931125289,0.00468865300578145,0.00773228091143269,0.0115496684994224
"Clinmin",18.1666666666667,0.00173561686249918,0.00249557471493369,0.0044399627266629,0.00461919236423049,0.00763557921524503,0.0114265044537523
"Clinmin",18.25,0.00169952963754351,0.00245124230075808,0.00437201711470778,0.00455077044159719,0.00754008548057671,0.0113046520728361
"Clinmin",18.3333333333333,0.00166419244688736,0.00240634677305612,0.00430693223943189,0.0044833715825309,0.0074457846949259,0.0111840974815809
"Clinmin",18.4166666666667,0.00162958972036306,0.00236373707989339,0.00424215867738315,0.00441698036818119,0.0073495665397815,0.0110648269466038
"Clinmin",18.5,0.00159570620988174,0.0023218671766778,0.00417759834490801,0.0043515816126953,0.00725757366854865,0.0109468268750603
"Clinmin",18.5833333333333,0.00156252698281371,0.00228071865523596,0.00411457971632545,0.00428716035974421,0.00716673120190761,0.010830083813461
"Clinmin",18.6666666666667,0.0015300374155547,0.00224029922288584,0.004053825216138,0.00422370187912393,0.00707702481099787,0.0107145844464941
"Clinmin",18.75,0.00149822318721716,0.00220063251635761,0.00399332837787091,0.00416119166340153,0.00698844034229995,0.0106003155958431
"Clinmin",18.8333333333333,0.00146707027339463,0.00216024070397865,0.00393348135771487,0.00409961542457866,0.00690096381565341,0.0104872642189923
"Clinmin",18.9166666666667,0.00143656494008341,0.00212124580206429,0.00387538419192835,0.00403895909081808,0.00681458142229779,0.0103754174080369
"Clinmin",19,0.00140669373772503,0.00208404801591777,0.00381794207852758,0.00397920880321491,0.00672927952292653,0.0102647623884906
"Clinmin",19.0833333333333,0.00137744349533826,0.00204695216738954,0.00376162590513574,0.00392035091259618,0.0066450446457445,0.010155286518088
"Clinmin",19.1666666666667,0.00134880131481714,0.00200876368984312,0.00370449550288546,0.00386237197639133,0.00656186348455571,0.0100469772855969
